zone,country,scfd2_plant,scfd3_plant,match_score,canonical_name,beerometer_plant
MAZ,Guatemala,Export from EU,,,Export from EU,
MAZ,Guatemala,Export from EUROPE,,,Export from EUROPE,
MAZ,Guatemala,Export from EU~3,,,Export from EU~3,
MAZ,Guatemala,Export from LAS,,,Export from LAS,
MAZ,Guatemala,Export from MA,,,Export from MA,
MAZ,Guatemala,Export from MA~30,,,Export from MA~30,
MAZ,Guatemala,Export from Middle Americas,,,Export from Middle Americas,
MAZ,Guatemala,Export from NA,,,Export from NA,
MAZ,Guatemala,Export from NA~2,,,Export from NA~2,
MAZ,Guatemala,Export from SA,,,Export from SA,
MAZ,Guatemala,Guatema,,,Guatema,
MAZ,Guatemala,Guatemala,,,Guatemala,
MAZ,Guatemala,Guatemala (Entity),,,Guatemala (Entity),Zacapa
MAZ,Guatemala,Intrazone,,,Intrazone,
MAZ,Guatemala,Nicaragua Own Beer,,,Nicaragua Own Beer,
MAZ,Guatemala,Planta Cervec Rio,,,Planta Cervec Rio,
MAZ,Guatemala,Planta Zacapa,Zacapa,1.0,Planta Zacapa,Zacapa Corp
MAZ,Honduras,BODEGAS BEER,,,BODEGAS BEER,
MAZ,Honduras,BODEGAS CSD's,,,BODEGAS CSD's,
MAZ,Honduras,CD CHOLUTECA,,,CD CHOLUTECA,
MAZ,Honduras,CD COLON,,,CD COLON,
MAZ,Honduras,CD COMAYAGUA,,,CD COMAYAGUA,
MAZ,Honduras,CD DANLI,,,CD DANLI,
MAZ,Honduras,CD JUTICALPA,,,CD JUTICALPA,
MAZ,Honduras,CD LA CEIBA,,,CD LA CEIBA,
MAZ,Honduras,CD LA ENTRADA,,,CD LA ENTRADA,
MAZ,Honduras,CD LA GRANJA,,,CD LA GRANJA,
MAZ,Honduras,CD PUERTO CORTES,,,CD PUERTO CORTES,
MAZ,Honduras,CD ROATAN,,,CD ROATAN,
MAZ,Honduras,CD SPS,,,CD SPS,
MAZ,Honduras,CD STA BARBARA,,,CD STA BARBARA,
MAZ,Honduras,CD STA ROSA,,,CD STA ROSA,
MAZ,Honduras,CD TALANGA,,,CD TALANGA,
MAZ,Honduras,CD TELA,,,CD TELA,
MAZ,Honduras,Crates Honduras,,,Crates Honduras,
MAZ,Honduras,Crown Honduras,,,Crown Honduras,
MAZ,Honduras,Export from EU,,,Export from EU,
MAZ,Honduras,Export from MA,,,Export from MA,
MAZ,Honduras,Export from MA~36,,,Export from MA~36,
MAZ,Honduras,Export from NA,,,Export from NA,
MAZ,Honduras,Export from NA~5,,,Export from NA~5,
MAZ,Honduras,Gcia Nac Operac Flota,,,Gcia Nac Operac Flota,
MAZ,Honduras,Gcia Nac Serv Opr Distribucin,,,Gcia Nac Serv Opr Distribucin,
MAZ,Honduras,Gerencia Nacional Distribucin,,,Gerencia Nacional Distribucin,
MAZ,Honduras,HON Central Office,,,HON Central Office,
MAZ,Honduras,Honduras,Honduras Central,1.0,Honduras,
MAZ,Honduras,Intrazone,,,Intrazone,
MAZ,Honduras,PLAN OPER LOG,,,PLAN OPER LOG,
MAZ,Honduras,San Pedro Sula Beer,San Pedro Sula Beer,1.0,San Pedro Sula Beer,San Pedro Sula Beer
MAZ,Honduras,San Pedro Sula CSD,San Pedro Sula CSD,1.0,San Pedro Sula CSD,San Pedro Sula CSD
MAZ,Honduras,,,,,
MAZ,Mexico,Acapulco,,,Acapulco,
MAZ,Mexico,Altiplano,,,Altiplano,
MAZ,Mexico,Apan,,,Apan,Mexico APAN
MAZ,Mexico,Baja California,,,Baja California,
MAZ,Mexico,Campeche,,,Campeche,DC Campeche
MAZ,Mexico,Can Zacatecas,,,Can Zacatecas,Can Zacatecas
MAZ,Mexico,Centro,Centro,1.0,Centro,
MAZ,Mexico,Centro - Plant,,,Centro - Plant,
MAZ,Mexico,,Cerv Modelo,,Cerv Modelo,
MAZ,Mexico,Chihuahua,,,Chihuahua,DC Chihuahua
MAZ,Mexico,Closure Zacatecas,,,Closure Zacatecas,Closure Zacatecas
MAZ,Mexico,Corporate,,,Corporate,
MAZ,Mexico,Crown Zacatecas,,,Crown Zacatecas,Crown Zacatecas
MAZ,Mexico,Culiacan,,,Culiacan,DC Culiacan
MAZ,Mexico,Del Bajio,,,Del Bajio,
MAZ,Mexico,Dexmod,,,Dexmod,
MAZ,Mexico,Edo Mexico,,,Edo Mexico,
MAZ,Mexico,Export from EU,,,Export from EU,
MAZ,Mexico,Export from EUROPE,,,Export from EUROPE,
MAZ,Mexico,Export from EU~4,,,Export from EU~4,
MAZ,Mexico,Export from MA,,,Export from MA,
MAZ,Mexico,Export from MA~22,,,Export from MA~22,
MAZ,Mexico,Export from NA,,,Export from NA,
MAZ,Mexico,Export from NA~1,,,Export from NA~1,
MAZ,Mexico,Glass Potosi,,,Glass Potosi,Glass Potosi
MAZ,Mexico,Glass Tierra Blanca,,,Glass Tierra Blanca,Glass Tierra Blanca
MAZ,Mexico,Guadalajara,Guadalajara,1.0,Guadalajara,Guadalajara
MAZ,Mexico,Guerrero,,,Guerrero,DC Guerrero
MAZ,Mexico,Hidalgo,,,Hidalgo,
MAZ,Mexico,HomeDelivery,,,HomeDelivery,
MAZ,Mexico,Intrazone,,,Intrazone,
MAZ,Mexico,Istmo,,,Istmo,
MAZ,Mexico,Macfe,,,Macfe,
MAZ,Mexico,Malt Cebadas,,,Malt Cebadas,Malt Cebadas
MAZ,Mexico,Malt Zacatecas,,,Malt Zacatecas,Malt Zacatecas
MAZ,Mexico,Mazatlan,,,Mazatlan,Mazatlan
MAZ,Mexico,Merida,,,Merida,Merida
MAZ,Mexico,Metropolitana,,,Metropolitana,
MAZ,Mexico,Mexico,Mexico Central,1.0,Mexico,
MAZ,Mexico,Mexico (Entity),,,Mexico (Entity),Mexico Plant
MAZ,Mexico,Mexico Centre,,,Mexico Centre,
MAZ,Mexico,Mexico Plant,,,Mexico Plant,
MAZ,Mexico,Mexico_Transport,,,Mexico_Transport,
MAZ,Mexico,Michoacan,,,Michoacan,
MAZ,Mexico,Nayarit,,,Nayarit,
MAZ,Mexico,Noreste,,,Noreste,
MAZ,Mexico,Norte,,,Norte,
MAZ,Mexico,Nuevo Leon,,,Nuevo Leon,
MAZ,Mexico,Oaxaca,,,Oaxaca,DC Oaxaca
MAZ,Mexico,Occidente,,,Occidente,
MAZ,Mexico,Pacifico,Pacfico,0.933,Pacifico,
MAZ,Mexico,San Luis Potosi,,,San Luis Potosi,DC San Luis Potosi
MAZ,Mexico,Sonora,,,Sonora,
MAZ,Mexico,Sureste,,,Sureste,
MAZ,Mexico,TROPICO,Trpico,0.923,TROPICO,Tuxtepec
MAZ,Mexico,Tabasco,,,Tabasco,
MAZ,Mexico,Torreon,Torren,0.923,Torreon,Torreon
MAZ,Mexico,Tuxtepec,,,Tuxtepec,
MAZ,Mexico,Veracruz,,,Veracruz,
MAZ,Mexico,,Yucateca,,Yucateca,Zacatecas
MAZ,Mexico,ZX-V Mex,,,ZX-V Mex,
MAZ,Mexico,ZX-Ventures,,,ZX-Ventures,
MAZ,Mexico,Zacatecas,Zacatecas_MX,0.857,Zacatecas,Zacatecas
MAZ,Mexico,Zacatecas - Plant,,,Zacatecas - Plant,
MAZ,Mexico,,,,,
MAZ,Panama,BU Panama Gold,,,BU Panama Gold,
MAZ,Panama,DC Azurero,,,DC Azurero,
MAZ,Panama,DC Changuinola,,,DC Changuinola,DC Changuinola
MAZ,Panama,DC Chiriqu,,,DC Chiriqu,
MAZ,Panama,DC Chorrera,,,DC Chorrera,DC Chorrera
MAZ,Panama,DC Colon,,,DC Colon,DC Colon
MAZ,Panama,DC Darin,,,DC Darin,
MAZ,Panama,DC Las Sabanas,,,DC Las Sabanas,DC Las Sabanas
MAZ,Panama,DC Majagua,,,DC Majagua,DC Majagua
MAZ,Panama,DC Penonom,,,DC Penonom,
MAZ,Panama,DC San Cristobal,,,DC San Cristobal,
MAZ,Panama,DC Santiago PN,,,DC Santiago PN,
MAZ,Panama,Export from EU,,,Export from EU,
MAZ,Panama,Export from EUROPE,,,Export from EUROPE,
MAZ,Panama,Export from EU~25,,,Export from EU~25,
MAZ,Panama,Export from LAS,,,Export from LAS,
MAZ,Panama,Export from MA,,,Export from MA,
MAZ,Panama,Export from MA~33,,,Export from MA~33,
MAZ,Panama,Export from Middle Americas,,,Export from Middle Americas,
MAZ,Panama,Export from NA,,,Export from NA,
MAZ,Panama,Export from NA~23,,,Export from NA~23,
MAZ,Panama,Export from SA,,,Export from SA,
MAZ,Panama,Panam Gold,,,Panam Gold,
MAZ,Panama,Panama,Panam,0.909,Panama,Panama Beer
MAZ,Panama,Panama,Panama Central,1.0,Panama,Panama Beer
MAZ,Panama,Panama Red,,,Panama Red,
MAZ,Panama,Panawest,,,Panawest,
MAZ,Panama,Planta Panama,,,Planta Panama,
MAZ,Panama,Planta Pasadena,,,Planta Pasadena,
MAZ,Peru,Arequipa,Arequipa,1.0,Arequipa,Arequipa
MAZ,Peru,Ate,Ate,1.0,Ate,Ate Beer
MAZ,Peru,Base Arequipa T77,,,Base Arequipa T77,
MAZ,Peru,Base Ate T77,,,Base Ate T77,
MAZ,Peru,Base Motupe T77,,,Base Motupe T77,
MAZ,Peru,Base Pucallpa NAO,,,Base Pucallpa NAO,
MAZ,Peru,CD Aguas Calientes,,,CD Aguas Calientes,
MAZ,Peru,CD Arequipa,,,CD Arequipa,DC Arequipa
MAZ,Peru,CD Ate,,,CD Ate,DC Ate
MAZ,Peru,CD Ayacucho,,,CD Ayacucho,DC Ayacucho
MAZ,Peru,CD Caete,,,CD Caete,
MAZ,Peru,CD Cajamarca,,,CD Cajamarca,DC Cajamarca
MAZ,Peru,CD Callao,,,CD Callao,DC Callao
MAZ,Peru,CD Camana,,,CD Camana,DC Camana
MAZ,Peru,CD Chanchamayo,,,CD Chanchamayo,DC Chanchamayo
MAZ,Peru,CD Chiclayo,,,CD Chiclayo,DC Chiclayo
MAZ,Peru,CD Chimbote,,,CD Chimbote,DC Chimbote
MAZ,Peru,CD Chincha,,,CD Chincha,DC Chincha
MAZ,Peru,CD Cono Norte,,,CD Cono Norte,DC Cono Norte
MAZ,Peru,CD Cono Sur,,,CD Cono Sur,
MAZ,Peru,CD Cusco,,,CD Cusco,DC Cusco
MAZ,Peru,CD Huancavelica,,,CD Huancavelica,DC Huancavelica
MAZ,Peru,CD Huancayo,,,CD Huancayo,DC Huancayo
MAZ,Peru,CD Huaraz,,,CD Huaraz,
MAZ,Peru,CD Hunuco,,,CD Hunuco,
MAZ,Peru,CD Ica,,,CD Ica,DC Ica
MAZ,Peru,CD Ilo,,,CD Ilo,DC Ilo
MAZ,Peru,CD Iquitos,,,CD Iquitos,DC Iquitos
MAZ,Peru,CD Juliaca,,,CD Juliaca,DC Juliaca
MAZ,Peru,CD Motupe,,,CD Motupe,
MAZ,Peru,CD Moyobamba,,,CD Moyobamba,DC Moyobamba
MAZ,Peru,CD Nazca,,,CD Nazca,DC Nazca
MAZ,Peru,CD Pariachi,,,CD Pariachi,
MAZ,Peru,CD Piura,,,CD Piura,DC Piura
MAZ,Peru,CD Pucallpa,,,CD Pucallpa,DC Pucallpa
MAZ,Peru,CD Puerto Maldonado,,,CD Puerto Maldonado,DC Puerto Maldonado
MAZ,Peru,CD Rimac,,,CD Rimac,DC Rimac
MAZ,Peru,CD Satipo,,,CD Satipo,DC Satipo
MAZ,Peru,CD Tacna,,,CD Tacna,DC Tacna
MAZ,Peru,CD Talara,,,CD Talara,DC Talara
MAZ,Peru,CD Tarapoto,,,CD Tarapoto,DC Tarapoto
MAZ,Peru,CD Tingo Mara,,,CD Tingo Mara,
MAZ,Peru,CD Trujillo,,,CD Trujillo,DC Trujillo
MAZ,Peru,CD Tumbes,,,CD Tumbes,DC Tumbes
MAZ,Peru,CD Vegueta,,,CD Vegueta,DC Vegueta
MAZ,Peru,CD Yurimaguas,,,CD Yurimaguas,DC Yurimaguas
MAZ,Peru,Centro Sur T2,,,Centro Sur T2,
MAZ,Peru,Corn Lima,,,Corn Lima,
MAZ,Peru,Cusco1,,,Cusco1,Cusco
MAZ,Peru,Export from EU,,,Export from EU,
MAZ,Peru,Export from EU~5,,,Export from EU~5,
MAZ,Peru,Export from MA,,,Export from MA,
MAZ,Peru,Export from MA~35,,,Export from MA~35,
MAZ,Peru,Export from NA,,,Export from NA,
MAZ,Peru,Export from NA~3,,,Export from NA~3,
MAZ,Peru,Export from SA~10,,,Export from SA~10,
MAZ,Peru,Huarochiri,Huarochiri,1.0,Huarochiri,Huarochiri Water
MAZ,Peru,Intrazone,,,Intrazone,
MAZ,Peru,Lima T2,,,Lima T2,
MAZ,Peru,Malt Lima,,,Malt Lima,Malt Lima
MAZ,Peru,Motupe1,,,Motupe1,Motupe Beer
MAZ,Peru,Norte Oriente T2,,,Norte Oriente T2,
MAZ,Peru,Peru,,,Peru,
MAZ,Peru,Peru Central Office,Central Per,1.0,Peru Central Office,
MAZ,Peru,Planta Arequipa,,,Planta Arequipa,
MAZ,Peru,Planta Ate,,,Planta Ate,
MAZ,Peru,Planta Cusco,Cusco,1.0,Planta Cusco,
MAZ,Peru,Planta Huachipa,Huachipa,1.0,Planta Huachipa,
MAZ,Peru,Planta Huarochir,,,Planta Huarochir,
MAZ,Peru,Planta Motupe,Motupe,1.0,Planta Motupe,
MAZ,Peru,Planta Pucallpa,,,Planta Pucallpa,
MAZ,Peru,San Juan,San Juan,1.0,San Juan,San Juan
MAZ,Peru,Tranport 77,,,Tranport 77,
MAZ,Puerto Rico,Export from EU,,,Export from EU,
MAZ,Puerto Rico,Export from EUROPE,,,Export from EUROPE,
MAZ,Puerto Rico,Export from EU~22,,,Export from EU~22,
MAZ,Puerto Rico,Export from LAS,,,Export from LAS,
MAZ,Puerto Rico,Export from MA,,,Export from MA,
MAZ,Puerto Rico,Export from MA~34,,,Export from MA~34,
MAZ,Puerto Rico,Export from Middle Americas,,,Export from Middle Americas,
MAZ,Puerto Rico,Export from NA,,,Export from NA,
MAZ,Puerto Rico,Export from NA~4,,,Export from NA~4,
MAZ,Puerto Rico,Export from SA,,,Export from SA,
MAZ,Puerto Rico,Intrazone,,,Intrazone,
MAZ,Puerto Rico,Puerto Rico,,,Puerto Rico,
MAZ,Puerto Rico,Puerto Rico (Entity),,,Puerto Rico (Entity),
MAZ,Saint Vincent,Saint Vincent (Entity),,,Saint Vincent (Entity),
MAZ,ZHQ MidAm,ZHQ MAZ (Entity),,,ZHQ MAZ (Entity),
MAZ,Zx v Mex,ZX-V Mex,,,ZX-V Mex,
NAZ,Canada,Archibald,,,Archibald,
NAZ,Canada,Banded Peak,BANDED PEAK BREWERY,1.0,Banded Peak,
NAZ,Canada,Canada,,,Canada,
NAZ,Canada,Canada (Entity),,,Canada (Entity),
NAZ,Canada,Canada - Canada,,,Canada - Canada,
NAZ,Canada,Canada National,,,Canada National,
NAZ,Canada,,Columbia Brewery,,Columbia Brewery,
NAZ,Canada,Creston,,,Creston,Creston
NAZ,Canada,DC Bayers Lake,,,DC Bayers Lake,
NAZ,Canada,DC Cap-Aux-Meules,,,DC Cap-Aux-Meules,
NAZ,Canada,DC Carleton,,,DC Carleton,
NAZ,Canada,DC Chicoutimi,,,DC Chicoutimi,
NAZ,Canada,DC Gaspe,,,DC Gaspe,
NAZ,Canada,DC Gatineau,,,DC Gatineau,
NAZ,Canada,DC Lachine,,,DC Lachine,
NAZ,Canada,DC Mississauga,,,DC Mississauga,DC Mississauga
NAZ,Canada,DC Mont-Laurier,,,DC Mont-Laurier,
NAZ,Canada,DC Quebec,,,DC Quebec,DC Quebec
NAZ,Canada,DC Rimouski,,,DC Rimouski,
NAZ,Canada,DC Riviere-Du-Loup,,,DC Riviere-Du-Loup,
NAZ,Canada,DC Sept-Iles,,,DC Sept-Iles,
NAZ,Canada,DC Sherbrooke,,,DC Sherbrooke,
NAZ,Canada,DC St. Hubert,,,DC St. Hubert,DC St. Hubert
NAZ,Canada,DC Terrebonne,,,DC Terrebonne,DC Terrebonne
NAZ,Canada,DC Trois-Rivieres,,,DC Trois-Rivieres,
NAZ,Canada,DC Val d'or,,,DC Val d'or,
NAZ,Canada,DC Ville-Marie,,,DC Ville-Marie,
NAZ,Canada,Edmonton,EDMONTON Prod-DC,1.0,Edmonton,Edmonton
NAZ,Canada,Export from EU,,,Export from EU,
NAZ,Canada,Export from EU~8,,,Export from EU~8,
NAZ,Canada,Export from MA,,,Export from MA,
NAZ,Canada,Export from MA~7,,,Export from MA~7,
NAZ,Canada,Export from NA~29,,,Export from NA~29,
NAZ,Canada,G&W,,,G&W,
NAZ,Canada,Halifax,HALIFAX Prod-DC,1.0,Halifax,Halifax
NAZ,Canada,Halifax,HAL KEITHS BREWERY,1.0,Halifax,Halifax
NAZ,Canada,London,LONDON Prod-DC,1.0,London,London
NAZ,Canada,Microbrasserie Archibald,ARCHIBALD MICROBRASSERIE,1.0,Microbrasserie Archibald,
NAZ,Canada,Mike's Beverage Company,,,Mike's Beverage Company,
NAZ,Canada,Mill Street,MILL STREET BREWERY,1.0,Mill Street,
NAZ,Canada,Montreal,MONTREAL Prod-DC,1.0,Montreal,Montreal
NAZ,Canada,,STANLEY PARK BREWERY,,STANLEY PARK BREWERY,
NAZ,Canada,St. John's,ST. JOHN'S Prod-DC,1.0,St. John's,St. John's
NAZ,Canada,Turning Point Brewery,,,Turning Point Brewery,
NAZ,United States,10 BARREL,,,10 BARREL,
NAZ,United States,BLDV,,,BLDV,
NAZ,United States,Baldwinsville,Baldwinsville,1.0,Baldwinsville,Baldwinsville
NAZ,United States,Bottle Arnold,,,Bottle Arnold,Bottle Arnold
NAZ,United States,CAMO,,,CAMO,
NAZ,United States,COL,,,COL,
NAZ,United States,COLO,,,COLO,
NAZ,United States,CRTV,,,CRTV,
NAZ,United States,Can Arnold,,,Can Arnold,Can Arnold
NAZ,United States,Can Jacksonville,,,Can Jacksonville,Can Jacksonville
NAZ,United States,Can Mira Loma,,,Can Mira Loma,Can Mira Loma
NAZ,United States,Can Newburgh,,,Can Newburgh,Can Newburgh
NAZ,United States,Can Windsor,,,Can Windsor,Can Windsor
NAZ,United States,Cartersville,Cartersville,1.0,Cartersville,Cartersville
NAZ,United States,Columbus,Columbus,1.0,Columbus,Columbus
NAZ,United States,Export from EU,,,Export from EU,
NAZ,United States,Export from EUROPE,,,Export from EUROPE,
NAZ,United States,Export from EU~9,,,Export from EU~9,
NAZ,United States,Export from LAN,,,Export from LAN,
NAZ,United States,Export from MA,,,Export from MA,
NAZ,United States,Export from MA~8,,,Export from MA~8,
NAZ,United States,Export from Middle Americas,,,Export from Middle Americas,
NAZ,United States,Export from NA,,,Export from NA,
NAZ,United States,Export from NA~24,,,Export from NA~24,
NAZ,United States,Export from US,,,Export from US,
NAZ,United States,FCL,,,FCL,
NAZ,United States,FFD,,,FFD,
NAZ,United States,Fairfield,Fairfield,1.0,Fairfield,Fairfield
NAZ,United States,Fort Collins,Fort Collins,1.0,Fort Collins,Fort Collins
NAZ,United States,GRAN,,,GRAN,
NAZ,United States,Glass Longhorn,,,Glass Longhorn,
NAZ,United States,HTN,,,HTN,
NAZ,United States,Hop Bonners Ferry,,,Hop Bonners Ferry,
NAZ,United States,Houston,Houston,1.0,Houston,Houston
NAZ,United States,JKSV,,,JKSV,
NAZ,United States,Jacksonville,Jacksonville,1.0,Jacksonville,Jacksonville
NAZ,United States,LA,,,LA,
NAZ,United States,Lid Oklahoma,,,Lid Oklahoma,Lid Oklahoma
NAZ,United States,Lid Riverside,,,Lid Riverside,Lid Riverside
NAZ,United States,Liner Eagle,,,Liner Eagle,Liner Eagle
NAZ,United States,Los Angeles,Los Angeles,1.0,Los Angeles,Los Angeles
NAZ,United States,MCC Corporate,,,MCC Corporate,
NAZ,United States,MERR,,,MERR,
NAZ,United States,Malt Idaho Falls,,,Malt Idaho Falls,Malt Idaho Falls
NAZ,United States,Malt Integrow,,,Malt Integrow,
NAZ,United States,Malt Moorhead,,,Malt Moorhead,Malt Moorhead
NAZ,United States,Merrimack,Merrimack,1.0,Merrimack,Merrimack
NAZ,United States,NWK,,,NWK,
NAZ,United States,Newark,Newark,1.0,Newark,Newark
NAZ,United States,Non_Supply,,,Non_Supply,
NAZ,United States,OHCO,,,OHCO,
NAZ,United States,ONTA,,,ONTA,
NAZ,United States,PORT,,,PORT,DC Portland
NAZ,United States,Rice Jonesboro,,,Rice Jonesboro,Rice Jonesboro
NAZ,United States,STL,,,STL,
NAZ,United States,St. Louis,St. Louis,1.0,St. Louis,St. Louis
NAZ,United States,TXLP,,,TXLP,
NAZ,United States,US Craft,,,US Craft,
NAZ,United States,USA,,,USA,
NAZ,United States,VIRG,,,VIRG,
NAZ,United States,WMS,,,WMS,
NAZ,United States,Williamsburg,Williamsburg,1.0,Williamsburg,Williamsburg
SAZ,Argentina,AR - Non_Supply,,,AR - Non_Supply,
SAZ,Argentina,Acheral,F. ACHERAL PROD-DC,1.0,Acheral,Acheral
SAZ,Argentina,Acheral Plant,,,Acheral Plant,
SAZ,Argentina,Argentina,,,Argentina,
SAZ,Argentina,CASAI,,,CASAI,
SAZ,Argentina,Casa Plant,,,Casa Plant,
SAZ,Argentina,Cerveceria Argentina,CERVECERIA ARGENTINA,1.0,Cerveceria Argentina,Cerveceria Argentina
SAZ,Argentina,Cordoba,F. CORDOBA PROD-DC,1.0,Cordoba,Cordoba
SAZ,Argentina,Cordoba DC,,,Cordoba DC,DC Cordoba
SAZ,Argentina,Cordoba Plant,,,Cordoba Plant,
SAZ,Argentina,Corn Acheral,,,Corn Acheral,Corn Acheral
SAZ,Argentina,Corn Corrientes,,,Corn Corrientes,Corn Corrientes
SAZ,Argentina,Corn Zarate,,,Corn Zarate,Corn Zarate
SAZ,Argentina,Corrientes,F. CORRIENTES PROD-DC,1.0,Corrientes,Corrientes
SAZ,Argentina,Corrientes DC,,,Corrientes DC,DC Corrientes
SAZ,Argentina,Crown Coroplas,,,Crown Coroplas,Crown Coroplas
SAZ,Argentina,Export from Africa,,,Export from Africa,
SAZ,Argentina,Export from EU,,,Export from EU,
SAZ,Argentina,Export from EU~17,,,Export from EU~17,
SAZ,Argentina,Export from MA,,,Export from MA,
SAZ,Argentina,Export from MA~18,,,Export from MA~18,
SAZ,Argentina,Export from NA,,,Export from NA,
SAZ,Argentina,Export from NA~13,,,Export from NA~13,
SAZ,Argentina,Export from SA,,,Export from SA,
SAZ,Argentina,Export from SA~2,,,Export from SA~2,
SAZ,Argentina,F. CASAI Prod-DC,,,F. CASAI Prod-DC,
SAZ,Argentina,Lujan,LUJAN,1.0,Lujan,
SAZ,Argentina,Malt Pampa,,,Malt Pampa,Malt Pampa
SAZ,Argentina,Malt Tres Arroyos,,,Malt Tres Arroyos,Malt Tres Arroyos
SAZ,Argentina,Manantial,F. MANANTIAL PROD-DC,1.0,Manantial,Manantial
SAZ,Argentina,Manantial Plant,,,Manantial Plant,
SAZ,Argentina,Mar del Planta DC,,,Mar del Planta DC,DC Mar del Plata
SAZ,Argentina,Mar del Plata,,,Mar del Plata,
SAZ,Argentina,Mendoza,F. MENDOZA PROD-DC,1.0,Mendoza,Mendoza
SAZ,Argentina,Mendoza DC,,,Mendoza DC,DC Mendoza
SAZ,Argentina,Mercado Central,,,Mercado Central,
SAZ,Argentina,Mercado Central DC,,,Mercado Central DC,DC Mercado Central
SAZ,Argentina,Moreno DC,,,Moreno DC,
SAZ,Argentina,Neuquen,,,Neuquen,
SAZ,Argentina,Neuquen DC,,,Neuquen DC,DC Neuquen
SAZ,Argentina,Non_Supply,,,Non_Supply,
SAZ,Argentina,Pompeya,F. POMPEYA PROD-DC,1.0,Pompeya,Pompeya
SAZ,Argentina,Pompeya Plant (Sur),,,Pompeya Plant (Sur),
SAZ,Argentina,Quilmes,F. QUILMES PROD-DC,1.0,Quilmes,Quilmes
SAZ,Argentina,Quilmes Plant,,,Quilmes Plant,
SAZ,Argentina,Rosario,,,Rosario,
SAZ,Argentina,Rosario 2,,,Rosario 2,
SAZ,Argentina,Rosario 2 DC,,,Rosario 2 DC,DC Rosario
SAZ,Argentina,Rosario DC,,,Rosario DC,
SAZ,Argentina,Santa Fe,,,Santa Fe,
SAZ,Argentina,Santa Fe DC,,,Santa Fe DC,DC Sante Fe
SAZ,Argentina,Santos Lugares,,,Santos Lugares,
SAZ,Argentina,Santos Lugares DC,,,Santos Lugares DC,DC Santos Lugares
SAZ,Argentina,Tucuman,,,Tucuman,
SAZ,Argentina,Tucuman DC,,,Tucuman DC,DC Tucuman
SAZ,Argentina,Tunuyan DC,,,Tunuyan DC,
SAZ,Argentina,ZX_Patagonia,,,ZX_Patagonia,
SAZ,Argentina,ZX_Zarate,,,ZX_Zarate,
SAZ,Argentina,Zarate,F. ZARATE PROD-DC,1.0,Zarate,Zarate
SAZ,Argentina,Zarate Plant,,,Zarate Plant,
SAZ,Bolivia,BO - Non_Supply,,,BO - Non_Supply,
SAZ,Bolivia,Bolivia,,,Bolivia,
SAZ,Bolivia,Bolvia,,,Bolvia,
SAZ,Bolivia,CD Cochabamba,,,CD Cochabamba,DC Cochabamba
SAZ,Bolivia,CD El Alto,,,CD El Alto,DC El Alto
SAZ,Bolivia,CD Montero,,,CD Montero,
SAZ,Bolivia,CD Oruro,,,CD Oruro,
SAZ,Bolivia,Can Oruro,,,Can Oruro,Can Oruro
SAZ,Bolivia,Cobija,,,Cobija,
SAZ,Bolivia,Cochabamba,F. COCHABAMBA PROD-DC,1.0,Cochabamba,Cochabamba
SAZ,Bolivia,Corn Santa Cruz,,,Corn Santa Cruz,Corn Santa Cruz
SAZ,Bolivia,El Alto,F. EL ALTO PROD-DC,1.0,El Alto,El Alto
SAZ,Bolivia,Export from Africa,,,Export from Africa,
SAZ,Bolivia,Export from EU,,,Export from EU,
SAZ,Bolivia,Export from EU~28,,,Export from EU~28,
SAZ,Bolivia,Export from MA,,,Export from MA,
SAZ,Bolivia,Export from MA~9,,,Export from MA~9,
SAZ,Bolivia,Export from NA,,,Export from NA,
SAZ,Bolivia,Export from NA~20,,,Export from NA~20,
SAZ,Bolivia,Export from SA,,,Export from SA,
SAZ,Bolivia,Guayaramerin,,,Guayaramerin,
SAZ,Bolivia,Huari,F. HUARI PROD-DC,1.0,Huari,Huari
SAZ,Bolivia,La Paz,F. LA PAZ PROD-DC,1.0,La Paz,La Paz
SAZ,Bolivia,Non_Supply,,,Non_Supply,
SAZ,Bolivia,Oruro,,,Oruro,
SAZ,Bolivia,Potos,,,Potos,
SAZ,Bolivia,Potosi,,,Potosi,
SAZ,Bolivia,Puerto Suarez,,,Puerto Suarez,
SAZ,Bolivia,SD El Alto,,,SD El Alto,
SAZ,Bolivia,Sacaba,F. SACABA PROD-DC,1.0,Sacaba,Sacaba
SAZ,Bolivia,Santa Cruz,F. SANTA CRUZ PROD-DC,1.0,Santa Cruz,Santa Cruz
SAZ,Bolivia,Santa Cruz~1,,,Santa Cruz~1,
SAZ,Bolivia,Sucre,,,Sucre,
SAZ,Bolivia,Tarija,F. TARIJA PROD-DC,1.0,Tarija,DC Tarija
SAZ,Bolivia,Trinidad,,,Trinidad,
SAZ,Bolivia,Yacuiba,,,Yacuiba,
SAZ,Brazil,,AC ADM. CENTRAL HQ,,AC ADM. CENTRAL HQ,CDR Extrema
SAZ,Brazil,Agudos,F. AGUDOS PROD-DC,1.0,Agudos,Agudos
SAZ,Brazil,Almirante Tamandare,,,Almirante Tamandare,Almirante Tamandare
SAZ,Brazil,Anapolis,CERVEJARIA ANAPOLIS,1.0,Anapolis,Anapolis
SAZ,Brazil,Aquiraz,CERVEJARIA AQUIRAZ,1.0,Aquiraz,Aquiraz
SAZ,Brazil,Belem,F. BELEM PROD-DC,1.0,Belem,CDR Belem
SAZ,Brazil,Belm,,,Belm,
